user_id	item_id
42096946	120214329
132236660	381125638
6270956	274921888
105315608	22480731
127367034	347887357
112658053	239896170
137640381	205571401
135378246	21875449
137758701	222559857
137490870	320821185
120306985	269081751
124956647	307830817
53976869	43508009
2854798	125518814
41686678	385753960
135567210	56354946
132626507	281443615
17562880	375360011
115856090	250568332
108809234	278950351
112141018	239817985
115761083	269477241
42793246	330687918
109016093	398105124
12506484	317247542
40528453	112501186
112141018	20997179
121299887	336162847
4915814	343575787
128338662	311499944
34756237	131904115
138560071	276364549
109737327	150724185
43205692	144223786
46312028	5868986
138560071	2251028
138560071	100530226
42966754	181427662
27317801	310795574
43205692	19046121
53091371	260475256
5257922	370366552
28178051	249403460
130797629	68698676
54614978	195619344
56269254	56659837
54041681	278129435
132626507	179516225
132626507	140610787
36090836	189286725
54357473	121822185
132236660	151793480
2854798	257727704
100184380	386120298
112631605	206607870
112658053	1061648
112658053	307542920
132541898	342241097
4486844	190390494
15033334	6795748
132626507	24376695
53091371	295303738
53457986	171877215
46312028	120428365
18594472	80586034
18594472	3700188
18594472	177212089
43205692	378730350
57679953	333028913
18488008	268865942
5371991	131188564
57269349	109860118
116909354	254026670
116523407	360817002
116523407	119930041
142014633	392406846
5369231	36641963
42793246	77414788
59472933	115152156
29518607	1181345
136592694	101452525
31182685	73233753
29684399	134632501
135567210	216916207
135567210	23384815
49221063	76942520
63623282	71364370
136757115	244586231
135567210	369396275
33253837	311262304
136592694	91878490
33253837	247645482
103582819	190639367
33253837	214683302
135567210	272484901
135944085	288901291
106166372	52755798
12626139	185724893
136286592	91500364
62879735	311053665
41085817	128247101
63623282	378575499
12215373	380828034
63623282	244553557
136286592	382008047
122357858	242725915
60956726	341849097
29499215	58727293
29499215	77051146
5027015	262178796
127919298	18189868
121923944	381679323
135200142	127213733
29201000	68872441
124956647	159219622
26926537	35161881
134116374	174227711
137507730	236303333
104876086	202040533
10876284	368359382
25295611	112263922
20501826	17641568
124675478	374557660
22726524	272369633
121575080	403327701
134116374	297991778
20612499	115992351
20612499	157775980
40528453	161696840
106290839	143263044
121883405	368485748
105410696	313461858
23246977	74146639
135378246	133073301
134116374	330667982
135378246	372797306
20612499	172366937
20612499	182762585
124675478	105337403
12546384	93988402
12546384	229343937
135235563	285169671
36422153	216744349
49337502	34855936
135235563	81043001
47688515	173265632
132236660	180933374
55100099	4615129
35482754	307600160
127414902	205442734
113637206	353812729
55100099	111017441
11366706	233101284
114099881	342049652
135567210	177729634
48967362	311913498
135235563	81392053
48674940	312219367
114370733	388998815
49444128	352882725
135567210	263346627
126376929	189420933
44142824	273532679
49444128	162618129
137758701	304333357
4957823	204764748
11594934	55559718
136948968	140883116
121923944	80225661
14077323	243247357
3777256	31609311
140718452	348918202
121923944	73681123
118524951	159337725
121923944	130660969
121883405	271705542
118733970	134877587
140318987	341161365
119178861	111615598
38363849	57732227
139834975	224610957
38974214	322550392
121492295	47726888
51318043	99705326
135378246	218735110
121055447	234648388
117707223	263586939
40528453	66985938
141287867	94470453
50260039	275264557
116105825	335248111
5369231	373402037
135792408	290999637
4968401	66804201
128902392	182642736
46729748	400840831
5369231	118143895
136286592	305687250
37020122	349757910
122132057	291689553
120456085	390646067
132626507	299440985
37100390	114936116
131771456	403813216
43484740	122728309
117340109	14282215
117340109	174097336
40849750	399757811
113210000	117811024
65353086	41322554
17562880	66593498
112141018	186834589
61432703	51734688
61432703	337098384
112201231	305849282
100442521	38826745
109326356	361935169
25609192	135038181
17448412	374880559
34792318	359916772
110946571	147950706
34756237	187699550
18496468	344214994
22545810	23596160
24273163	8851276
20492946	366911878
20612499	368068808
58517586	231003176
27435290	241093016
2908603	81341387
20612499	401410730
18176035	80853930
25286173	278155255
60268781	156990255
60913700	89042044
60913700	36791561
56818905	125153280
62693996	353217183
111413851	233216799
30591498	220401889
111413851	113752949
18176035	105208301
18749959	356616197
18176035	282958866
61875821	117407376
29684399	125157108
106290839	115432633
31510981	97623200
110329285	117094879
112658053	137407767
110067667	289330031
28557548	165389853
29499215	31110174
23749054	299809379
32060788	71796857
23730268	362544821
28557548	10963574
