FlightPassengerCount,Place,Time
319.1875,W1,2016-09-11 13:00:00
277.333333333,W2,2016-09-11 13:00:00
160.8,W3,2016-09-11 13:00:00
212.333333333,E2,2016-09-11 13:10:00
678.491071429,E3,2016-09-11 13:10:00
112.272727273,NoInfo,2016-09-11 13:10:00
677.322222222,W1,2016-09-11 13:10:00
156.533333333,W3,2016-09-11 13:10:00
200.0,E1,2016-09-11 13:20:00
102.4375,E3,2016-09-11 13:20:00
562.594871795,W2,2016-09-11 13:20:00
136.5,W3,2016-09-11 13:20:00
200.0,E1,2016-09-11 13:30:00
267.242203742,NoInfo,2016-09-11 13:30:00
418.271428571,W1,2016-09-11 13:30:00
260.4,W3,2016-09-11 13:30:00
496.460358056,E3,2016-09-11 13:40:00
177.583333333,NoInfo,2016-09-11 13:40:00
265.733333333,W1,2016-09-11 13:40:00
513.026785714,W3,2016-09-11 13:40:00
135.0,E2,2016-09-11 13:50:00
146.333333333,E3,2016-09-11 13:50:00
310.846153846,W2,2016-09-11 13:50:00
305.5625,W3,2016-09-11 13:50:00
97.875,E1,2016-09-11 14:00:00
195.4375,E3,2016-09-11 14:00:00
637.642857143,W1,2016-09-11 14:00:00
427.470588235,W2,2016-09-11 14:00:00
230.133333333,W3,2016-09-11 14:00:00
323.951388889,E1,2016-09-11 14:10:00
658.0375,E3,2016-09-11 14:10:00
130.875,NoInfo,2016-09-11 14:10:00
236.4375,W3,2016-09-11 14:10:00
383.666666667,E1,2016-09-11 14:20:00
73.875,E2,2016-09-11 14:20:00
310.5625,E3,2016-09-11 14:20:00
389.533333333,W3,2016-09-11 14:20:00
505.033333333,W1,2016-09-11 14:30:00
681.443055556,W2,2016-09-11 14:30:00
852.6875,E1,2016-09-11 14:40:00
458.370833333,W3,2016-09-11 14:40:00
100.0,E2,2016-09-11 14:50:00
140.705882353,E3,2016-09-11 14:50:00
304.823529412,W2,2016-09-11 14:50:00
97.9375,E2,2016-09-11 15:00:00
428.941176471,E3,2016-09-11 15:00:00
342.176470588,W2,2016-09-11 15:00:00
629.779411765,W3,2016-09-11 15:00:00
105.2,E1,2016-09-11 15:10:00
516.210526316,E3,2016-09-11 15:10:00
204.5,W1,2016-09-11 15:10:00
313.133333333,W2,2016-09-11 15:10:00
255.526315789,W3,2016-09-11 15:10:00
100.0,E1,2016-09-11 15:20:00
327.625,W2,2016-09-11 15:20:00
270.736842105,W3,2016-09-11 15:20:00
100.0,E1,2016-09-11 15:30:00
311.578947368,E3,2016-09-11 15:30:00
87.6,W1,2016-09-11 15:30:00
171.133333333,W3,2016-09-11 15:30:00
590.022222222,E3,2016-09-11 15:40:00
92.5806451613,NoInfo,2016-09-11 15:40:00
242.866666667,W3,2016-09-11 15:40:00
300.0,E1,2016-09-11 15:50:00
302.333333333,E3,2016-09-11 15:50:00
264.647058824,W1,2016-09-11 15:50:00
331.0,W2,2016-09-11 15:50:00
550.774456522,W1,2016-09-11 16:00:00
597.631578947,W2,2016-09-11 16:00:00
213.555555556,E1,2016-09-11 16:10:00
202.8,E2,2016-09-11 16:10:00
837.732959851,W1,2016-09-11 16:10:00
463.144444444,W3,2016-09-11 16:10:00
116.6,E2,2016-09-11 16:20:00
438.6,E3,2016-09-11 16:20:00
305.933333333,W1,2016-09-11 16:20:00
298.333333333,W2,2016-09-11 16:20:00
137.294117647,W3,2016-09-11 16:20:00
545.148148148,E1,2016-09-11 16:30:00
228.833333333,E2,2016-09-11 16:30:00
474.377192982,W3,2016-09-11 16:30:00
328.055555556,E3,2016-09-11 16:40:00
619.682539683,W1,2016-09-11 16:40:00
104.888888889,W3,2016-09-11 16:40:00
341.866666667,E3,2016-09-11 16:50:00
62.8235294118,W2,2016-09-11 16:50:00
575.761904762,W3,2016-09-11 16:50:00
345.642857143,E1,2016-09-11 17:00:00
209.6,E2,2016-09-11 17:00:00
323.733333333,E3,2016-09-11 17:00:00
273.8125,W1,2016-09-11 17:00:00
230.533333333,W3,2016-09-11 17:00:00
224.5,E3,2016-09-11 17:10:00
729.250112461,W1,2016-09-11 17:10:00
922.127777778,W2,2016-09-11 17:10:00
228.166666667,W3,2016-09-11 17:10:00
399.378289474,E1,2016-09-11 17:20:00
330.533333333,E3,2016-09-11 17:20:00
529.964285714,W2,2016-09-11 17:20:00
276.384615385,W3,2016-09-11 17:20:00
303.421052632,W2,2016-09-11 17:30:00
26.0,E1,2016-09-11 17:40:00
232.375,E3,2016-09-11 17:40:00
100.0,NoInfo,2016-09-11 17:40:00
306.285714286,W2,2016-09-11 17:40:00
761.745098039,W3,2016-09-11 17:40:00
289.705882353,W3,2016-09-11 17:50:00
100.0,E3,2016-09-11 18:00:00
434.294117647,W2,2016-09-11 18:00:00
697.258552632,W3,2016-09-11 18:00:00
656.214285714,E3,2016-09-11 18:10:00
906.266447368,W1,2016-09-11 18:10:00
294.6,W3,2016-09-11 18:10:00
490.444444444,W1,2016-09-11 18:20:00
94.8571428571,W3,2016-09-11 18:20:00
119.633333333,E2,2016-09-11 18:30:00
569.348484848,E3,2016-09-11 18:30:00
715.168627451,W1,2016-09-11 18:30:00
100.0,E1,2016-09-11 18:40:00
521.411764706,E3,2016-09-11 18:40:00
397.65,W1,2016-09-11 18:40:00
733.066666667,W2,2016-09-11 18:40:00
237.470588235,W3,2016-09-11 18:40:00
493.964705882,E3,2016-09-11 18:50:00
230.071428571,W1,2016-09-11 18:50:00
108.375,E1,2016-09-11 19:00:00
308.888888889,E3,2016-09-11 19:00:00
75.1764705882,W1,2016-09-11 19:00:00
442.5625,W2,2016-09-11 19:00:00
472.0,W3,2016-09-11 19:00:00
319.6,E2,2016-09-11 19:10:00
278.647058824,E3,2016-09-11 19:10:00
645.905263158,W1,2016-09-11 19:10:00
399.9,W2,2016-09-11 19:10:00
586.761133603,W3,2016-09-11 19:10:00
258.933333333,E1,2016-09-11 19:20:00
1010.31372549,E3,2016-09-11 19:20:00
293.714285714,W1,2016-09-11 19:20:00
392.9375,W2,2016-09-11 19:20:00
368.882352941,W3,2016-09-11 19:20:00
852.884615385,W1,2016-09-11 19:30:00
238.529411765,W2,2016-09-11 19:30:00
120.777777778,W3,2016-09-11 19:30:00
266.095238095,E3,2016-09-11 19:40:00
265.2,W1,2016-09-11 19:40:00
283.3125,W2,2016-09-11 19:40:00
433.351190476,W3,2016-09-11 19:40:00
328.25,E3,2016-09-11 19:50:00
116.5,W1,2016-09-11 20:00:00
460.204201681,W3,2016-09-11 20:00:00
105.214285714,E1,2016-09-11 20:10:00
135.470588235,E2,2016-09-11 20:10:00
1160.1025641,W1,2016-09-11 20:10:00
312.444444444,W2,2016-09-11 20:10:00
130.846153846,W3,2016-09-11 20:10:00
206.548387097,E1,2016-09-11 20:20:00
225.0,E2,2016-09-11 20:20:00
437.635294118,E3,2016-09-11 20:20:00
418.6875,W2,2016-09-11 20:20:00
540.418518519,W3,2016-09-11 20:20:00
312.4375,E3,2016-09-11 20:30:00
219.333333333,W1,2016-09-11 20:30:00
258.875,W3,2016-09-11 20:30:00
309.222222222,W1,2016-09-11 20:40:00
284.714285714,W2,2016-09-11 20:40:00
103.3125,W3,2016-09-11 20:40:00
274.666666667,W1,2016-09-11 20:50:00
100.0,E1,2016-09-11 21:00:00
201.633333333,NoInfo,2016-09-11 21:00:00
177.2,W1,2016-09-11 21:00:00
504.9375,W2,2016-09-11 21:00:00
260.222222222,W3,2016-09-11 21:00:00
824.733333333,E1,2016-09-11 21:10:00
511.333333333,E2,2016-09-11 21:10:00
84.48,E3,2016-09-11 21:10:00
428.678571429,W1,2016-09-11 21:10:00
80.0,W2,2016-09-11 21:10:00
526.333333333,E1,2016-09-11 21:20:00
761.363970588,E3,2016-09-11 21:20:00
530.8125,W1,2016-09-11 21:20:00
125.823529412,W3,2016-09-11 21:20:00
422.724264706,E3,2016-09-11 21:30:00
92.0,W2,2016-09-11 21:30:00
526.0,E1,2016-09-11 21:40:00
102.179487179,E2,2016-09-11 21:40:00
105.666666667,W1,2016-09-11 21:40:00
123.944444444,W3,2016-09-11 21:40:00
87.55,W1,2016-09-11 21:50:00
721.305194805,W2,2016-09-11 21:50:00
275.933333333,W3,2016-09-11 21:50:00
196.666666667,E1,2016-09-11 22:00:00
683.319444444,W1,2016-09-11 22:00:00
445.888888889,W3,2016-09-11 22:00:00
320.352941176,E3,2016-09-11 22:10:00
634.515873016,W1,2016-09-11 22:10:00
195.285714286,W2,2016-09-11 22:10:00
148.933333333,W3,2016-09-11 22:10:00
389.533333333,E1,2016-09-11 22:20:00
96.8571428571,W2,2016-09-11 22:20:00
322.857142857,W3,2016-09-11 22:20:00
200.0,E1,2016-09-11 22:30:00
313.705882353,W1,2016-09-11 22:30:00
174.411764706,W3,2016-09-11 22:30:00
262.055555556,W3,2016-09-11 22:40:00
199.333333333,E1,2016-09-11 22:50:00
156.333333333,E1,2016-09-11 23:00:00
213.333333333,W3,2016-09-11 23:00:00
400.0,E1,2016-09-11 23:10:00
322.866666667,W1,2016-09-11 23:10:00
171.571428571,W3,2016-09-11 23:10:00
434.823529412,W1,2016-09-11 23:20:00
228.888888889,W3,2016-09-11 23:20:00
100.0,E1,2016-09-11 23:30:00
163.2,W3,2016-09-11 23:30:00
307.25,W1,2016-09-11 23:40:00
147.933333333,W3,2016-09-11 23:50:00
349.714285714,E1,2016-09-12 00:00:00
86.1875,E2,2016-09-12 00:00:00
139.0,W3,2016-09-12 00:00:00
447.333333333,E1,2016-09-12 00:10:00
100.0,E1,2016-09-12 00:20:00
100.0,NoInfo,2016-09-12 00:20:00
289.466666667,E2,2016-09-12 00:30:00
385.588235294,E1,2016-09-12 00:40:00
100.0,NoInfo,2016-09-12 00:50:00
100.0,E2,2016-09-12 01:00:00
100.0,NoInfo,2016-09-12 01:10:00
200.0,E1,2016-09-12 01:20:00
100.0,NoInfo,2016-09-12 01:20:00
200.0,E1,2016-09-12 01:30:00
100.0,NoInfo,2016-09-12 01:30:00
300.0,NoInfo,2016-09-12 01:40:00
292.6,E1,2016-09-12 01:50:00
100.0,NoInfo,2016-09-12 01:50:00
100.0,NoInfo,2016-09-12 02:00:00
0.0,,2016-09-12 02:10:00
100.0,NoInfo,2016-09-12 02:20:00
100.0,E1,2016-09-12 02:30:00
100.0,E1,2016-09-12 02:40:00
100.0,NoInfo,2016-09-12 02:40:00
0.0,,2016-09-12 02:50:00
100.0,E1,2016-09-12 03:00:00
100.0,NoInfo,2016-09-12 03:00:00
100.0,E1,2016-09-12 03:10:00
100.0,NoInfo,2016-09-12 03:10:00
172.666666667,E1,2016-09-12 03:20:00
100.0,NoInfo,2016-09-12 03:30:00
0.0,,2016-09-12 03:40:00
100.0,E1,2016-09-12 03:50:00
0.0,,2016-09-12 04:00:00
200.0,NoInfo,2016-09-12 04:10:00
100.0,NoInfo,2016-09-12 04:20:00
0.0,,2016-09-12 04:30:00
0.0,,2016-09-12 04:40:00
0.0,,2016-09-12 04:50:00
0.0,,2016-09-12 05:00:00
100.0,NoInfo,2016-09-12 05:10:00
100.0,NoInfo,2016-09-12 05:20:00
0.0,,2016-09-12 05:30:00
0.0,,2016-09-12 05:40:00
0.0,,2016-09-12 05:50:00
100.0,E1,2016-09-12 06:00:00
179.333333333,W3,2016-09-12 06:10:00
100.0,E1,2016-09-12 06:20:00
173.0,W3,2016-09-12 06:20:00
100.0,E1,2016-09-12 06:30:00
313.5625,E3,2016-09-12 06:30:00
677.933333333,W3,2016-09-12 06:30:00
100.0,E1,2016-09-12 06:40:00
100.0,E3,2016-09-12 06:40:00
200.0,NoInfo,2016-09-12 06:40:00
103.4,W1,2016-09-12 06:40:00
160.833333333,W2,2016-09-12 06:40:00
237.333333333,W3,2016-09-12 06:40:00
455.410714286,E3,2016-09-12 06:50:00
320.5,W1,2016-09-12 06:50:00
300.941176471,W2,2016-09-12 06:50:00
772.860119048,W3,2016-09-12 06:50:00
767.819607843,E3,2016-09-12 07:00:00
288.266666667,W1,2016-09-12 07:00:00
314.554166667,W3,2016-09-12 07:00:00
634.608333333,E3,2016-09-12 07:10:00
529.076923077,W1,2016-09-12 07:10:00
1111.52226721,W2,2016-09-12 07:10:00
350.09047619,W3,2016-09-12 07:10:00
662.466666667,E3,2016-09-12 07:20:00
405.5,W1,2016-09-12 07:20:00
270.444444444,W2,2016-09-12 07:20:00
756.875,W3,2016-09-12 07:20:00
559.4,E3,2016-09-12 07:30:00
1289.0375,W3,2016-09-12 07:30:00
120.4,E1,2016-09-12 07:40:00
474.866666667,E3,2016-09-12 07:40:00
414.705882353,W1,2016-09-12 07:40:00
270.1,W2,2016-09-12 07:40:00
559.804166667,W3,2016-09-12 07:40:00
443.714285714,W1,2016-09-12 07:50:00
1322.04673203,W3,2016-09-12 07:50:00
509.3625,E3,2016-09-12 08:00:00
390.651785714,W3,2016-09-12 08:00:00
389.8125,E3,2016-09-12 08:10:00
1304.07916667,W1,2016-09-12 08:10:00
1341.59210526,W2,2016-09-12 08:10:00
249.285714286,W3,2016-09-12 08:10:00
96.0,E2,2016-09-12 08:20:00
610.125,W1,2016-09-12 08:20:00
779.366666667,W2,2016-09-12 08:20:00
924.757142857,W3,2016-09-12 08:20:00
615.754166667,E1,2016-09-12 08:30:00
1594.37191395,W1,2016-09-12 08:30:00
674.833333333,W2,2016-09-12 08:30:00
509.8375,E1,2016-09-12 08:40:00
462.25,E3,2016-09-12 08:40:00
834.914285714,W1,2016-09-12 08:40:00
530.2,W3,2016-09-12 08:40:00
428.555555556,E1,2016-09-12 08:50:00
117.866666667,E2,2016-09-12 08:50:00
189.0,E3,2016-09-12 08:50:00
531.333333333,W1,2016-09-12 08:50:00
287.0,W3,2016-09-12 08:50:00
220.466666667,E1,2016-09-12 09:00:00
1009.3125,E3,2016-09-12 09:00:00
300.555555556,W2,2016-09-12 09:00:00
266.941176471,W3,2016-09-12 09:00:00
475.764705882,E1,2016-09-12 09:10:00
98.8666666667,E2,2016-09-12 09:10:00
1113.475,E3,2016-09-12 09:10:00
100.0,NoInfo,2016-09-12 09:10:00
99.0666666667,W1,2016-09-12 09:10:00
677.452380952,W3,2016-09-12 09:10:00
300.0,E1,2016-09-12 09:20:00
352.333333333,E3,2016-09-12 09:20:00
770.466386555,W1,2016-09-12 09:20:00
445.027777778,W3,2016-09-12 09:20:00
253.333333333,E1,2016-09-12 09:30:00
665.4,E3,2016-09-12 09:30:00
308.888888889,W1,2016-09-12 09:30:00
340.0625,W2,2016-09-12 09:30:00
550.722222222,W3,2016-09-12 09:30:00
191.2,E1,2016-09-12 09:40:00
100.0,NoInfo,2016-09-12 09:40:00
521.6875,W1,2016-09-12 09:40:00
455.153846154,W3,2016-09-12 09:40:00
77.2666666667,E1,2016-09-12 09:50:00
332.5,E3,2016-09-12 09:50:00
668.175757576,W2,2016-09-12 09:50:00
300.0,E1,2016-09-12 10:00:00
312.176470588,E3,2016-09-12 10:00:00
289.0,W1,2016-09-12 10:00:00
167.307692308,W3,2016-09-12 10:00:00
387.038461538,W1,2016-09-12 10:10:00
458.3125,W2,2016-09-12 10:10:00
535.421052632,W3,2016-09-12 10:10:00
322.625,W1,2016-09-12 10:20:00
904.404855275,W3,2016-09-12 10:20:00
100.0,E1,2016-09-12 10:30:00
1138.30833333,W1,2016-09-12 10:30:00
235.047619048,W2,2016-09-12 10:30:00
558.891666667,W3,2016-09-12 10:30:00
54.0,E1,2016-09-12 10:40:00
325.333333333,W1,2016-09-12 10:40:00
327.866666667,W2,2016-09-12 10:40:00
375.641666667,W3,2016-09-12 10:40:00
100.0,E1,2016-09-12 10:50:00
708.8,E3,2016-09-12 10:50:00
957.148611111,W1,2016-09-12 10:50:00
172.0,W3,2016-09-12 10:50:00
1001.40833333,E3,2016-09-12 11:00:00
68.2857142857,W1,2016-09-12 11:00:00
360.358333333,W3,2016-09-12 11:00:00
135.625,E1,2016-09-12 11:10:00
100.0,NoInfo,2016-09-12 11:10:00
352.842105263,W1,2016-09-12 11:10:00
100.0,E1,2016-09-12 11:20:00
318.75,W1,2016-09-12 11:20:00
438.0,W2,2016-09-12 11:20:00
